row_id,campaign_name,Platform,hotel,Date,impressions,Clicks,spend_idr,conversions,bookings_generated,Revenue_Generated_IDR,ad_creative_id,target_audience
217,Long Weekend Promo,TikTok Ads,Komaneka Bisma,2024-01-08,12668,740,24519915.0,72,45,212205420,CRE036,Retargeting
218,Loyalty Member Deal,TikTok Ads,The Mulia Nusa Dua,2024-03-05,1509,49,4395568.0,5,3,10178688,CRE022,Interest
219, Flash Sale 48H,Organic,The Mulia Nusa Dua,2024-02-25,48984,3811,19715532.0,81,25,127714675,CRE046,Interest
220,FLASH SALE 48H,Google Ads,The Mulia Nusa Dua,2024-03-15,33862,1730,11838186.0,120,51,292825425,CRE021,Interest
221,Summer Escape 2024,Meta Ads,Bisma Eight,2024-01-15,48091,3522,16724670.0,187,165,711654240,,Interest
222, Valentine Weekend,Organic,The Layar Seminyak,2024-02-24,32229,1239,11376644.0,67,56,115629640,CRE026,Interest
223,Flash Sale 48H,Email Campaign,Komaneka Bisma,2024-02-11,43751,1960,19684177.0,110,97,388031137,CRE012,Broad
224,Valentine Weekend,Email Campaign,Alaya Ubud,2024-01-07,52825,1931,19687947.0,212,74,410709546,CRE026,Broad
225,Eid Holiday Package,Email Campaign,Alaya Ubud,2024-01-24,46510,1451,22511195.0,166,60,391897980,CRE015,Lookalike
226,Summer Escape 2024,TikTok Ads,The Layar Seminyak,2024-02-26,46718,723,14835263.0,52,43,301678239,CRE040,Broad
227, Valentine Weekend,Organic,Alaya Ubud,2024-02-12,48623,2418,,202,88,527759672,CRE030,Broad
228,Valentine Weekend ,Meta Ads,Komaneka Bisma,2024-01-25,10718,226,21313641.0,20,9,35710182,CRE009,Retargeting
229,Long Weekend Promo,Email Campaign,The Mulia Nusa Dua,2024-03-20,13561,693,9715255.0,68,36,277340904,CRE044,Lookalike
230,Valentine Weekend,TikTok Ads,Katamama Resort,2024-01-04,6405,281,22903227.0,8,5,35278835,CRE040,Retargeting
231, Summer Escape 2024,TikTok Ads,Bisma Eight,2024-02-04,36974,459,6925154.0,32,10,23302020,CRE013,Retargeting
232,Loyalty Member Deal,Organic,Bisma Eight,2024-01-31,74297,1822,13785708.0,73,60,406095300,CRE017,
233,Summer Escape 2024,Email Campaign,Komaneka Bisma,2024-02-07,43180,1206,,127,104,492506872,CRE031,Lookalike
234,Long Weekend Promo,Google Ads,The Layar Seminyak,2024-01-01,8652,421,7008979.0,23,13,48167782,CRE042,Retargeting
235,Summer Escape 2024,TikTok Ads,The Layar Seminyak,2024-01-13,33528,876,12705253.0,45,23,153351373,CRE026,Retargeting
236,Loyalty Member Deal,Email Campaign,The Mulia Nusa Dua,2024-02-14,69358,3883,14454088.0,441,211,495105592,CRE010,Interest
237,Loyalty Member Deal ,TikTok Ads,Komaneka Bisma,2024-03-01,19804,577,1658087.0,13,5,10974035,CRE042,Retargeting
238,Loyalty Member Deal,TikTok Ads,Alaya Ubud,2024-03-24,77235,1203,6867005.0,117,36,105060816,CRE021,Broad
239,Summer Escape 2024,Google Ads,Bisma Eight,2024-01-13,2140,85,14848625.0,9,3,8707254,CRE038,Lookalike
240,Valentine Weekend ,Google Ads,Alaya Ubud,2024-03-20,74059,1991,14244306.0,195,94,285595876,CRE026,
241,Flash Sale 48H,Organic,The Layar Seminyak,2024-03-05,74194,2582,9574833.0,65,33,254213982,CRE036,Interest
242,Loyalty Member Deal,Email Campaign,Alaya Ubud,2024-02-05,28180,1577,12481054.0,87,53,100621454,CRE036,Lookalike
243,Flash Sale 48H,Google Ads,Alaya Ubud,2024-01-29,46187,580,17648178.0,56,36,113090940,CRE040,Lookalike
244,Eid Holiday Package ,Organic,Alaya Ubud,2024-02-10,1995,95,659575.0,8,7,36339772,CRE021,Interest
245,Loyalty Member Deal,TikTok Ads,Bisma Eight,2024-01-15,77823,2765,3139810.0,100,83,423571825,CRE021,Interest
246,Summer Escape 2024,Organic,The Layar Seminyak,2024-01-20,12621,718,22959637.0,56,21,144498480,CRE039,Retargeting
247,Long Weekend Promo,TikTok Ads,Katamama Resort,2024-02-07,24242,374,19176891.0,38,25,38909175,CRE032,Interest
248,Valentine Weekend,TikTok Ads,The Mulia Nusa Dua,2024-02-29,51903,3008,20063275.0,187,133,376992357,CRE047,Lookalike
249,Flash Sale 48H,Email Campaign,The Layar Seminyak,2024-01-09,43508,2576,24573425.0,276,170,1345112760,,
250,Flash Sale 48H,Google Ads,The Layar Seminyak,2024-03-21,23622,914,5755577.0,19,6,26966202,CRE029,Broad
251,Long Weekend Promo,Meta Ads,Komaneka Bisma,2024-02-28,62923,789,10037799.0,42,15,86474670,,
252,Flash Sale 48H,TikTok Ads,The Mulia Nusa Dua,2024-02-03,50674,2389,6185649.0,276,165,829743090,CRE047,Interest
253,Long Weekend Promo,TikTok Ads,Komaneka Bisma,2024-03-27,39450,1667,10156687.0,76,62,291664430,CRE008,Lookalike
254,Summer Escape 2024,Email Campaign,Bisma Eight,2024-03-06,59047,1322,19498027.0,43,29,168421038,CRE004,Lookalike
255,Loyalty Member Deal,TikTok Ads,The Mulia Nusa Dua,2024-01-07,73980,1113,3942133.0,98,39,119299713,CRE022,Broad
256,Loyalty Member Deal ,TikTok Ads,Bisma Eight,2024-01-27,14488,395,4204355.0,13,11,81558411,CRE049,Lookalike
257,Loyalty Member Deal,TikTok Ads,Katamama Resort,2024-02-04,23162,328,19403422.0,17,10,28104040,CRE010,
258,Valentine Weekend,Meta Ads,Komaneka Bisma,2024-02-12,18115,446,19600527.0,13,4,20980232,CRE002,Broad
259,Loyalty Member Deal,Google Ads,Katamama Resort,2024-01-28,44682,1637,5009517.0,108,62,249309812,CRE025,Lookalike
260,Summer Escape 2024,Google Ads,The Layar Seminyak,2024-01-07,62677,3141,13976121.0,288,150,738732600,CRE009,Retargeting
261, Summer Escape 2024,Email Campaign,The Mulia Nusa Dua,2024-03-20,50086,918,14523656.0,65,40,249669840,CRE029,Retargeting
262,Valentine Weekend,Google Ads,Bisma Eight,2024-03-19,58696,1272,15785202.0,45,22,80698222,CRE028,Retargeting
263,Summer Escape 2024,Google Ads,Alaya Ubud,2024-02-04,30395,457,13952297.0,40,21,75788391,CRE050,
264,Summer Escape 2024,Google Ads,Bisma Eight,2024-01-24,66077,4695,8530923.0,474,226,905949702,CRE044,Retargeting
265,Loyalty Member Deal,Google Ads,The Layar Seminyak,2024-02-08,57871,2896,11473598.0,265,173,444279743,CRE038,Broad
266,long weekend promo,Organic,Alaya Ubud,2024-03-04,51949,2891,10978603.0,163,97,252152567,CRE039,Broad
267,Loyalty Member Deal,Meta Ads,The Layar Seminyak,2024-03-09,21678,537,2311339.0,51,19,119785215,CRE006,Lookalike
268,loyalty member deal,TikTok Ads,The Mulia Nusa Dua,2024-01-04,40284,3124,6878869.0,148,49,118109600,CRE048,
269,Long Weekend Promo,TikTok Ads,Bisma Eight,2024-03-20,692,36,6725456.0,2,0,0,CRE045,Broad
270,Flash Sale 48H,Google Ads,Komaneka Bisma,2024-03-11,42863,2409,7451207.0,89,64,375501504,CRE003,Lookalike
271,FLASH SALE 48H,Organic,The Layar Seminyak,2024-03-30,54908,3920,1469024.0,294,114,898839612,CRE019,Broad
272,Flash Sale 48H,Organic,The Mulia Nusa Dua,2024-01-06,63470,2611,15564822.0,104,80,277858800,CRE020,
273,Long Weekend Promo,TikTok Ads,The Mulia Nusa Dua,2024-01-05,37248,2677,6088010.0,306,222,705906498,,Retargeting
274,LOYALTY MEMBER DEAL,Email Campaign,Bisma Eight,2024-03-21,69619,3455,14029834.0,198,139,840227756,,Retargeting
275,Long Weekend Promo,Meta Ads,Katamama Resort,2024-03-13,11636,192,24446044.0,21,12,75323448,CRE040,Lookalike
276,Long Weekend Promo,Meta Ads,Komaneka Bisma,2024-03-21,79786,4188,22075413.0,202,180,432962280,CRE044,Lookalike
277,Loyalty Member Deal ,Organic,The Mulia Nusa Dua,2024-03-09,60033,2768,20820837.0,109,45,138955365,CRE046,Interest
278,flash sale 48h,Google Ads,Bisma Eight,2024-03-04,52305,1291,11688353.0,144,128,724273408,,Broad
279,LONG WEEKEND PROMO,Email Campaign,Katamama Resort,2024-02-05,32831,2182,8881170.0,228,116,211598616,CRE048,Broad
280,Summer Escape 2024,Email Campaign,Komaneka Bisma,2024-01-25,13306,614,6500472.0,72,22,133963632,CRE004,Interest
281, Summer Escape 2024,Meta Ads,Bisma Eight,2024-03-30,28781,388,14356564.0,38,24,88389312,CRE047,Lookalike
282,Eid Holiday Package,Email Campaign,Bisma Eight,2024-02-20,10941,459,23276516.0,43,21,142720893,,Lookalike
283,Valentine Weekend,Organic,The Layar Seminyak,2024-01-02,8657,324,16099540.0,26,11,61090700,CRE012,Lookalike
284,Valentine Weekend ,Email Campaign,Alaya Ubud,2024-01-20,31345,1155,886044.0,131,87,413754426,,Retargeting
285, Loyalty Member Deal,Google Ads,Bisma Eight,2024-02-11,60332,3947,5000864.0,311,225,1024824375,CRE006,Interest
286,Long Weekend Promo,TikTok Ads,Bisma Eight,2024-01-14,62191,3036,4436820.0,289,201,918747885,CRE020,Retargeting
287,Summer Escape 2024,Meta Ads,Bisma Eight,2024-02-09,41872,1103,11653573.0,109,51,286918248,CRE030,Interest
288,Summer Escape 2024 ,TikTok Ads,Komaneka Bisma,2024-02-18,33369,1278,,111,54,85644486,,Lookalike
289,Eid Holiday Package,Meta Ads,Bisma Eight,2024-01-21,7802,396,2022004.0,8,6,35313300,CRE008,Retargeting
290,Flash Sale 48H,Email Campaign,Komaneka Bisma,2024-03-04,10379,252,18172775.0,14,12,27834576,CRE010,Broad
291,Summer Escape 2024,Meta Ads,The Mulia Nusa Dua,2024-01-06,67315,4859,22054944.0,517,218,928501894,,Retargeting
292,loyalty member deal,TikTok Ads,Katamama Resort,2024-02-05,70725,1307,5718339.0,138,91,309642333,CRE039,Retargeting
293,Valentine Weekend,Meta Ads,Komaneka Bisma,2024-01-27,16107,960,14559470.0,86,37,189479109,CRE038,Retargeting
294,long weekend promo,Email Campaign,Katamama Resort,2024-02-11,65685,4335,17566966.0,119,59,380372056,CRE046,Lookalike
295,Long Weekend Promo,Meta Ads,Komaneka Bisma,2024-03-28,76568,5606,10395180.0,394,140,286737360,CRE025,Lookalike
296,Summer Escape 2024,Meta Ads,Komaneka Bisma,2024-02-01,41147,672,2806937.0,79,44,334569312,CRE020,Broad
297,Loyalty Member Deal,Meta Ads,Katamama Resort,2024-01-05,29099,1158,13306920.0,57,22,124719408,CRE020,Retargeting
298,Loyalty Member Deal,Google Ads,Komaneka Bisma,2024-02-29,13077,474,23596671.0,42,23,69088044,CRE014,Broad
299,Long Weekend Promo,Google Ads,Bisma Eight,2024-02-24,58038,3441,3330354.0,393,201,915298524,CRE017,Interest
300,Summer Escape 2024 ,TikTok Ads,Katamama Resort,2024-02-09,54417,3428,3379952.0,306,190,1394357180,CRE020,Interest
301,Summer Escape 2024,TikTok Ads,Katamama Resort,2024-01-13,55440,617,,24,19,147567870,CRE042,Interest
302,Flash Sale 48H,TikTok Ads,The Layar Seminyak,2024-03-23,59532,3766,15179593.0,381,169,1139066760,CRE018,Lookalike
303,Summer Escape 2024,Meta Ads,Bisma Eight,2024-01-20,76785,1505,12790003.0,138,53,221232176,CRE026,Broad
304,Summer Escape 2024 ,Email Campaign,The Mulia Nusa Dua,2024-02-15,555,42,6465844.0,1,0,0,CRE035,Lookalike
305, Eid Holiday Package,Organic,Bisma Eight,2024-02-06,26629,379,18586554.0,39,22,172535814,CRE006,Retargeting
306,Long Weekend Promo,Google Ads,Komaneka Bisma,2024-01-02,47575,1310,13251296.0,48,19,99985163,CRE016,Interest
307,Eid Holiday Package,Organic,The Layar Seminyak,2024-01-28,68348,708,,31,16,110698224,,Retargeting
308,Long Weekend Promo ,TikTok Ads,The Mulia Nusa Dua,2024-01-28,46841,2920,22967167.0,234,89,660830251,CRE030,Broad
309,Flash Sale 48H,Google Ads,Komaneka Bisma,2024-01-25,50905,1074,,102,54,181182096,,Interest
310,Summer Escape 2024 ,TikTok Ads,Katamama Resort,2024-01-04,3365,238,5742516.0,26,22,90943864,CRE012,
311,Long Weekend Promo,Organic,Bisma Eight,2024-03-18,23212,672,,66,58,191150774,CRE002,Interest
312,Eid Holiday Package,Google Ads,Alaya Ubud,2024-01-10,76877,4823,,556,484,2024988240,CRE035,
313,LOYALTY MEMBER DEAL,Organic,Katamama Resort,2024-01-11,20585,498,2252821.0,23,13,81184896,,Broad
314, Long Weekend Promo,Google Ads,Bisma Eight,2024-01-19,44157,2376,2050310.0,96,55,299221285,CRE019,Interest
315, Loyalty Member Deal,Meta Ads,The Mulia Nusa Dua,2024-02-26,13569,1001,10714029.0,33,23,179800108,CRE017,Lookalike
316,Eid Holiday Package ,TikTok Ads,The Layar Seminyak,2024-01-05,1517,54,17123656.0,4,3,10669410,CRE014,Retargeting
317,Long Weekend Promo,TikTok Ads,Bisma Eight,2024-03-03,16737,1129,4060314.0,22,10,76583070,CRE038,Interest
318,Long Weekend Promo,Email Campaign,Alaya Ubud,2024-01-28,64794,2049,,190,120,492806040,CRE025,Lookalike
319,Long Weekend Promo,Meta Ads,Komaneka Bisma,2024-01-16,67016,1563,2095902.0,140,93,379393779,CRE015,Lookalike
320,Long Weekend Promo,Meta Ads,Bisma Eight,2024-02-18,15523,1137,806787.0,113,38,234684618,CRE037,Retargeting
321,Long Weekend Promo ,TikTok Ads,The Mulia Nusa Dua,2024-03-23,5633,348,3269958.0,30,22,94930550,CRE031,Lookalike
322,Flash Sale 48H ,Google Ads,Alaya Ubud,2024-02-22,58042,668,18183147.0,47,37,69963041,CRE030,Broad
323,Flash Sale 48H,Google Ads,Alaya Ubud,2024-02-28,37965,2778,23648158.0,185,109,567564308,CRE047,
324,Flash Sale 48H,Organic,Bisma Eight,2024-02-18,57676,3945,6029729.0,369,193,998601107,CRE036,Lookalike
325,Summer Escape 2024,TikTok Ads,Komaneka Bisma,2024-01-17,9518,312,,30,24,117773688,CRE019,Broad
326,Long Weekend Promo,TikTok Ads,Alaya Ubud,2024-03-13,70712,2182,3124841.0,110,40,267716880,CRE044,Retargeting
327,Flash Sale 48H,Email Campaign,Komaneka Bisma,2024-01-29,45476,991,14702978.0,37,23,150568442,CRE019,Lookalike
328, Summer Escape 2024,Organic,Bisma Eight,2024-03-05,8388,616,10622947.0,70,34,152964878,CRE006,Retargeting
329,SUMMER ESCAPE 2024,Organic,The Mulia Nusa Dua,2024-01-05,43213,2415,19148509.0,261,164,993799000,CRE035,Lookalike
330,eid holiday package,TikTok Ads,Komaneka Bisma,2024-02-15,2082,64,19863449.0,1,0,0,CRE017,Lookalike
331,Eid Holiday Package,Meta Ads,Katamama Resort,2024-03-11,71268,5595,11032044.0,314,176,1136586176,CRE007,Broad
332,Summer Escape 2024,Organic,The Layar Seminyak,2024-02-16,69589,5312,9511622.0,302,116,712650060,CRE042,
333,Summer Escape 2024,Email Campaign,Alaya Ubud,2024-03-18,15833,389,10733291.0,28,17,92616357,CRE029,Broad
334,Summer Escape 2024,TikTok Ads,The Layar Seminyak,2024-01-11,17840,997,9573908.0,116,78,219917724,CRE025,
335,Long Weekend Promo,Email Campaign,Alaya Ubud,2024-01-04,2523,112,8372823.0,9,3,18005013,CRE017,Interest
336, Long Weekend Promo,Organic,Bisma Eight,2024-01-31,14913,1091,1312404.0,80,25,69076800,CRE028,
337,Summer Escape 2024,Google Ads,The Layar Seminyak,2024-02-25,63257,3850,,433,286,1931846774,CRE005,Retargeting
338,Loyalty Member Deal,Meta Ads,The Mulia Nusa Dua,2024-01-23,49994,2488,24123073.0,256,203,435437842,CRE009,Interest
339,Loyalty Member Deal,Organic,The Mulia Nusa Dua,2024-02-07,32515,1589,6754168.0,76,31,177437211,CRE019,Retargeting
340,Valentine Weekend,Google Ads,Komaneka Bisma,2024-01-10,35580,895,15907447.0,54,36,125621388,CRE041,Lookalike
341, Loyalty Member Deal,Google Ads,Alaya Ubud,2024-01-19,36288,2124,14735061.0,76,43,121085119,CRE037,Retargeting
342,Long Weekend Promo,Meta Ads,Katamama Resort,2024-01-16,3150,53,10896840.0,1,0,0,CRE047,Retargeting
343,Flash Sale 48H,Meta Ads,The Mulia Nusa Dua,2024-03-07,39363,1380,,44,19,110609013,CRE032,Lookalike
344,Summer Escape 2024,Organic,Komaneka Bisma,2024-03-30,66065,924,13519352.0,75,49,166449276,CRE030,Broad
345,Eid Holiday Package,Email Campaign,Komaneka Bisma,2024-03-26,3220,69,10261304.0,7,5,39044150,CRE040,Lookalike
346,Loyalty Member Deal,Google Ads,Komaneka Bisma,2024-02-06,67351,704,24080308.0,34,16,71660368,CRE045,Lookalike
347,Valentine Weekend,Organic,Katamama Resort,2024-02-08,66601,1565,13464669.0,91,65,513532110,,Broad
348,Eid Holiday Package,Meta Ads,The Layar Seminyak,2024-02-28,61608,2378,9394893.0,219,180,659123100,CRE009,Broad
349,Valentine Weekend ,Google Ads,Komaneka Bisma,2024-03-17,66601,2216,3290796.0,182,105,359908605,CRE019,Interest
350,Valentine Weekend,Organic,Bisma Eight,2024-02-08,79906,5389,3734020.0,582,215,1544897765,CRE026,Broad
351,SUMMER ESCAPE 2024,Email Campaign,Bisma Eight,2024-01-17,77448,3226,9489184.0,135,63,431583768,CRE013,Broad
352,Long Weekend Promo,Organic,Komaneka Bisma,2024-03-07,39125,2785,11486862.0,143,118,626675698,,Retargeting
353,Long Weekend Promo,Meta Ads,Komaneka Bisma,2024-01-30,69157,3863,21902464.0,441,177,551071092,,Retargeting
354,Loyalty Member Deal,Email Campaign,Katamama Resort,2024-01-05,64142,1602,5063990.0,60,44,223079648,CRE049,Retargeting
355,Long Weekend Promo,Organic,Alaya Ubud,2024-03-10,41893,3302,19281326.0,151,60,281061840,CRE044,
356,Valentine Weekend,Email Campaign,Katamama Resort,2024-01-22,21481,567,5467755.0,61,48,96799824,CRE032,Retargeting
357, Eid Holiday Package,Meta Ads,Alaya Ubud,2024-01-05,9177,605,16814728.0,60,35,96017040,CRE032,Retargeting
358,Summer Escape 2024 ,Email Campaign,The Layar Seminyak,2024-03-14,40002,2985,15703780.0,294,145,676261295,CRE003,Interest
359,Summer Escape 2024,Organic,Alaya Ubud,2024-01-13,61063,3593,,282,138,489903864,CRE040,Lookalike
360,EID HOLIDAY PACKAGE,Google Ads,Komaneka Bisma,2024-01-08,27352,986,2374564.0,36,22,148849932,CRE035,Lookalike
361,Long Weekend Promo,Organic,Alaya Ubud,2024-01-26,15993,914,18143250.0,95,66,119035554,CRE046,Retargeting
362,long weekend promo,Google Ads,Alaya Ubud,2024-01-31,42488,3166,6038209.0,278,216,372476016,CRE045,Retargeting
363,Eid Holiday Package,Meta Ads,Komaneka Bisma,2024-03-16,8524,396,6681692.0,31,22,148265238,CRE050,Lookalike
364,Summer Escape 2024,Google Ads,Komaneka Bisma,2024-03-17,27019,1021,12696593.0,37,16,117193424,,Lookalike
365,Eid Holiday Package,Meta Ads,The Mulia Nusa Dua,2024-03-04,36815,2533,23582181.0,134,88,451852720,CRE011,
366, Eid Holiday Package,TikTok Ads,Alaya Ubud,2024-02-06,64682,3010,10589217.0,85,49,253475334,CRE002,Interest
367,Long Weekend Promo,Google Ads,The Mulia Nusa Dua,2024-03-23,44868,2512,5837637.0,189,81,319413699,CRE010,
368,Long Weekend Promo,TikTok Ads,The Layar Seminyak,2024-02-25,26155,893,2002073.0,50,39,89803584,CRE049,Broad
369,Loyalty Member Deal,Meta Ads,Komaneka Bisma,2024-03-17,14092,935,11586282.0,21,10,16273170,CRE015,Lookalike
370, Loyalty Member Deal,Meta Ads,Komaneka Bisma,2024-02-09,46895,854,12201696.0,25,16,52534688,CRE024,Retargeting
371,Loyalty Member Deal,Email Campaign,Bisma Eight,2024-01-21,48174,3283,10203055.0,350,176,1251452400,CRE037,Lookalike
372, Valentine Weekend,TikTok Ads,Katamama Resort,2024-02-13,21327,906,18782307.0,46,22,162196782,,Lookalike
373, Long Weekend Promo,Google Ads,The Layar Seminyak,2024-03-30,65063,4857,2896513.0,370,183,1422221649,CRE004,Broad
374,Long Weekend Promo,Meta Ads,The Mulia Nusa Dua,2024-01-06,75532,5473,,408,331,1695210542,CRE044,Broad
375, Valentine Weekend,Email Campaign,The Mulia Nusa Dua,2024-01-06,68403,4065,3656252.0,148,127,482535230,,
376, Eid Holiday Package,Email Campaign,Katamama Resort,2024-02-24,68193,3941,14869296.0,200,178,909877260,CRE046,Lookalike
377,VALENTINE WEEKEND,Google Ads,Komaneka Bisma,2024-01-20,41514,621,9451705.0,62,53,348311654,CRE014,Interest
378, Long Weekend Promo,Meta Ads,Bisma Eight,2024-02-21,57350,2302,,155,103,808781647,CRE008,Lookalike
379,Valentine Weekend,Meta Ads,Bisma Eight,2024-01-24,57641,2445,7121171.0,163,133,824366585,CRE031,Broad
380,Valentine Weekend,Organic,Komaneka Bisma,2024-01-13,40743,1184,5017121.0,70,41,278579133,,Retargeting
381,Summer Escape 2024,TikTok Ads,Katamama Resort,2024-02-29,32600,1479,20521138.0,86,62,276652618,,Broad
382,loyalty member deal,Google Ads,The Mulia Nusa Dua,2024-01-16,7442,165,920928.0,15,10,61002770,CRE007,Interest
383,Long Weekend Promo,Organic,Alaya Ubud,2024-01-04,33208,880,5913464.0,103,56,171066056,CRE033,Broad
384,Valentine Weekend,Email Campaign,Alaya Ubud,2024-02-03,5931,90,19662961.0,2,1,2249827,,Lookalike
385, Summer Escape 2024,Meta Ads,Alaya Ubud,2024-03-24,74801,2121,19864898.0,110,68,225095028,,Broad
386,Long Weekend Promo,Email Campaign,Katamama Resort,2024-03-13,5443,238,15177462.0,12,9,34092666,CRE037,Retargeting
387,Valentine Weekend ,TikTok Ads,Komaneka Bisma,2024-01-14,42182,2249,7418696.0,82,55,183141750,CRE022,Interest
388,Summer Escape 2024 ,Google Ads,Katamama Resort,2024-02-22,67397,5237,7965374.0,227,148,1136280360,CRE048,Interest
389,Flash Sale 48H,Google Ads,The Mulia Nusa Dua,2024-02-27,18885,1509,3969517.0,68,28,155715896,CRE044,
390, Valentine Weekend,TikTok Ads,Alaya Ubud,2024-02-04,37276,2601,23438436.0,104,81,289093293,CRE029,
391,Flash Sale 48H,Organic,Alaya Ubud,2024-02-18,12829,794,10301732.0,78,26,114626486,CRE007,Broad
392,Flash Sale 48H,Meta Ads,The Mulia Nusa Dua,2024-01-24,64250,736,9409783.0,80,47,78842453,CRE014,Broad
393,Eid Holiday Package,Email Campaign,The Layar Seminyak,2024-01-23,78502,5334,,294,149,1112663162,CRE014,Interest
394,Long Weekend Promo,TikTok Ads,Bisma Eight,2024-01-25,55544,2470,6551122.0,96,85,181738245,CRE012,Lookalike
395,Loyalty Member Deal,Google Ads,Katamama Resort,2024-01-02,14140,974,,99,80,634127360,CRE030,Lookalike
396,Loyalty Member Deal,TikTok Ads,Katamama Resort,2024-02-14,15198,676,20777567.0,28,24,92372688,,Interest
397,summer escape 2024,TikTok Ads,Alaya Ubud,2024-01-08,66517,4727,19413688.0,443,397,3047215979,CRE021,
398, Valentine Weekend,Organic,The Mulia Nusa Dua,2024-01-18,49290,3302,5951921.0,243,143,431665806,CRE035,Interest
399,Loyalty Member Deal,Google Ads,Alaya Ubud,2024-01-30,40584,1639,2288388.0,131,45,103465890,CRE030,Interest
400,Loyalty Member Deal,TikTok Ads,The Mulia Nusa Dua,2024-01-22,14999,814,4327468.0,30,23,47960980,CRE001,Retargeting
401,long weekend promo,TikTok Ads,The Mulia Nusa Dua,2024-01-28,72804,2783,16197868.0,148,99,748921734,CRE031,Lookalike
402,Eid Holiday Package,Email Campaign,Komaneka Bisma,2024-02-13,70419,4878,4012634.0,531,355,1469891700,CRE045,Broad
403,Loyalty Member Deal,Meta Ads,The Layar Seminyak,2024-03-15,9383,734,19300369.0,38,12,26836140,CRE043,Interest
404,Summer Escape 2024,Meta Ads,The Mulia Nusa Dua,2024-02-16,50863,894,17985502.0,31,13,94484052,CRE038,Broad
405,Loyalty Member Deal,Meta Ads,The Mulia Nusa Dua,2024-03-02,27304,1805,17036677.0,111,49,292556313,,
406,Valentine Weekend,Meta Ads,Alaya Ubud,2024-01-22,63832,3245,759990.0,313,237,835921278,CRE019,Lookalike
407, Flash Sale 48H,Google Ads,Komaneka Bisma,2024-01-08,53190,2680,8392977.0,243,81,610555482,CRE003,Retargeting
408,Loyalty Member Deal,TikTok Ads,The Mulia Nusa Dua,2024-01-10,1298,96,10182998.0,3,1,5041793,CRE048,Broad
409,Long Weekend Promo,Meta Ads,The Layar Seminyak,2024-02-20,78281,5697,17977818.0,384,220,1320143880,CRE003,
410,Long Weekend Promo,Meta Ads,Komaneka Bisma,2024-02-20,54694,2744,24018687.0,138,57,390648417,CRE003,Lookalike
411,Eid Holiday Package,Organic,Bisma Eight,2024-03-31,53122,3364,8820142.0,220,191,1220787960,CRE046,Interest
412,Eid Holiday Package,TikTok Ads,Katamama Resort,2024-03-05,77715,2132,24140735.0,161,63,158760189,CRE032,Retargeting
413,Summer Escape 2024,TikTok Ads,Katamama Resort,2024-03-23,20035,377,1867605.0,16,12,64786824,CRE004,Interest
414,valentine weekend,Google Ads,The Mulia Nusa Dua,2024-03-03,76764,3991,3562474.0,406,225,857796975,CRE002,Interest
415,Summer Escape 2024,Meta Ads,Alaya Ubud,2024-01-01,5073,190,,14,6,33578232,CRE042,Interest
416,Loyalty Member Deal,Google Ads,Katamama Resort,2024-02-17,68505,4215,4418031.0,231,70,268432360,CRE035,Broad
417,Loyalty Member Deal ,TikTok Ads,Alaya Ubud,2024-01-18,57892,3834,16709283.0,256,145,707298980,CRE027,Retargeting
418,Valentine Weekend,TikTok Ads,Komaneka Bisma,2024-03-05,73219,984,6567582.0,90,32,189181184,CRE044,Lookalike
419,Long Weekend Promo,Google Ads,The Layar Seminyak,2024-02-02,10667,250,24719243.0,20,10,43455340,CRE021,Lookalike
420,Eid Holiday Package,Email Campaign,The Mulia Nusa Dua,2024-02-08,74682,2275,3814381.0,180,65,355562935,CRE005,
421,SUMMER ESCAPE 2024,TikTok Ads,Bisma Eight,2024-01-01,3677,221,8585649.0,7,2,15717492,CRE030,
422,long weekend promo,Email Campaign,Bisma Eight,2024-02-16,54441,3145,5693375.0,301,157,1186428904,CRE011,Interest
423,Flash Sale 48H,Organic,The Mulia Nusa Dua,2024-03-02,73667,5215,12848714.0,141,81,214446366,CRE026,Interest
424,Summer Escape 2024,Organic,Katamama Resort,2024-03-25,42834,2049,8180023.0,107,40,306072200,CRE042,Retargeting
425,Loyalty Member Deal,Email Campaign,Alaya Ubud,2024-02-28,8816,617,3729296.0,57,29,83818497,,Broad
426,Long Weekend Promo,Google Ads,Bisma Eight,2024-03-13,27273,1053,10032439.0,38,23,73354590,CRE031,Retargeting
427,Summer Escape 2024 ,TikTok Ads,Komaneka Bisma,2024-03-21,44234,3235,9728994.0,333,220,1525927480,CRE040,
428, Long Weekend Promo,Google Ads,Komaneka Bisma,2024-03-27,8776,478,1586178.0,13,4,20131820,CRE014,Interest
429,Eid Holiday Package,Meta Ads,The Mulia Nusa Dua,2024-03-23,35222,1932,5587283.0,154,51,236706198,CRE016,Interest
430,Valentine Weekend,Meta Ads,Bisma Eight,2024-01-24,814,52,15705065.0,2,1,7602405,CRE005,Broad
431,Long Weekend Promo,TikTok Ads,Alaya Ubud,2024-03-17,5152,248,11276463.0,20,6,40552602,CRE027,Interest
432,Summer Escape 2024 ,Organic,Bisma Eight,2024-02-13,48810,3380,22681145.0,206,179,1026448113,CRE043,Lookalike
433,Loyalty Member Deal,Meta Ads,Bisma Eight,2024-01-01,48568,738,,37,18,50054598,,Retargeting
434,flash sale 48h,Organic,The Layar Seminyak,2024-01-02,21710,826,8069743.0,68,54,301816530,CRE010,Broad
