pos_transaction_id,outlet_name,hotel_name,transaction_date,customer_id,item_name,category,quantity,unit_price,total_amount,payment_method,staff_id
POS-002394,Katamama Lobby Bar,Katamama Resort,20/01/2024,CUST00534,Beef Burger,Food,2,135000.0,270000,Credit Card,STF020
POS-002395,Katamama Lobby Bar,Katamama Resort,20240120,CUST00196,Coffee (hot),Beverage,1,45000.0,"IDR 45,000",cash,STF007
POS-002396,Katamama Lobby Bar,Katamama Resort,20 Jan 2024,CUST00293,Bintang Beer,Beverage,1,65000.0,65000.00,cash,STF014
POS-002397,Katamama Lobby Bar,Katamama Resort,20240120,,Sparkling Water,Beverage,1,36000.0,36000.0,CC,STF005
POS-002398,Katamama Lobby Bar,Katamama Resort,20240120,CUST00017,Tiramisu,Dessert,1,85000.0,85000.00,CC,STF037
POS-002399,Katamama Lobby Bar,Katamama Resort,20240120,CUST00617,Caesar Salad,Food,2,95000.0,190000,Dana,STF003
POS-002400,Katamama Lobby Bar,Katamama Resort,01-20-2024,CUST00055,Nasi Goreng,Food,2,85000.0,"IDR 170,000",Credit Card,STF007
POS-002401,Katamama Lobby Bar,Katamama Resort,20 Jan 2024,,NasiGoreng,Food,4,85000.0,340000,Dana,STF026
POS-002402,Katamama Lobby Bar,Katamama Resort,01-20-2024,CUST00068,Fish & Chips,Food,4,115000.0,460000.00,cash,STF019
POS-002403,Katamama Lobby Bar,Katamama Resort,01-20-2024,CUST00424,Pasta Carbonara,Food,2,125000.0,250000,OVO,STF014
POS-002404,Katamama Lobby Bar,Katamama Resort,01-20-2024,CUST00123,Pasta Carbonara,Food,4,137500.0,550000.0,Cash,STF031
POS-002405,Katamama Lobby Bar,Katamama Resort,2024-01-20,CUST00732,Club Sandwich,Food,2,99000.0,198000.00,Dana,STF014
POS-002406,Katamama Lobby Bar,Katamama Resort,20240120,,Bintang Beer,Beverage,1,65000.0,"IDR 65,000",cash,STF003
POS-002407,Katamama Lobby Bar,Katamama Resort,2024-01-20,CUST00452,Nasi Goreng,Food,1,93500.00000000001,"IDR 93,500",cash,STF003
POS-002408,Katamama Lobby Bar,Katamama Resort,2024-01-20,CUST00026,Club Sandwich,Food,1,110000.0,"IDR 110,000",cash,STF013
POS-002409,Katamama Lobby Bar,Katamama Resort,2024-01-20,CUST00196,Tiramisu,Dessert,2,85000.0,170000,Credit Card,STF039
POS-002410,Katamama Lobby Bar,Katamama Resort,20 Jan 2024,CUST00287,nasi goreng,Food,4,76500.0,306000.00,OVO,STF043
POS-002411,Alaya Cafe,Alaya Ubud,2024-01-20,,Club Sandwich,Food,2,99000.0,198000.0,CC,STF025
POS-002412,Alaya Cafe,Alaya Ubud,20240120,,Smoothie,Beverage,1,77000.0,77000.00,Dana,STF044
POS-002413,Alaya Cafe,,20240120,CUST00367,Smoothie,Beverage,3,70000.0,210000,OVO,STF035
POS-002414,Alaya Cafe,Alaya Ubud,20/01/2024,,Nasi Goreng,Food,1,85000.0,85000,Dana,STF004
POS-002415,Alaya Cafe,Alaya Ubud,01-20-2024,CUST00619,Beef Burger,Food,3,135000.0,405000,Cash,STF036
POS-002416,Alaya Cafe,Alaya Ubud,20 Jan 2024,,Chocolate Lava Cake,Dessert,1,80000.0,80000,CC,STF036
POS-002417,Alaya Cafe,Alaya Ubud,20240120,,Nasi Goreng,Food,4,93500.00000000001,374000.00000000006,Cash,STF023
POS-002418,Alaya Cafe,Alaya Ubud,20 Jan 2024,CUST00287,Sparkling Water,Beverage,2,40000.0,"IDR 80,000",Dana,STF047
POS-002419,Alaya Cafe,Alaya Ubud,2024-01-20,CUST00373,Nasi Goreng,Food,2,85000.0,170000,OVO,STF027
POS-002420,Alaya Cafe,Alaya Ubud,20/01/2024,CUST00640,Caesar Salad,Food,1,95000.0,"IDR 95,000",CC,STF018
POS-002421,Alaya Cafe,,20240120,CUST00512,Sparkling Water,Beverage,2,40000.0,80000,CC,STF004
POS-002422,Alaya Cafe,,2024-01-20,,Fresh Juice,Beverage,3,55000.0,165000,OVO,STF047
POS-002423,Alaya Cafe,Alaya Ubud,20/01/2024,,Sparkling Water,Beverage,4,36000.0,144000.0,OVO,STF004
POS-002424,Alaya Cafe,Alaya Ubud,20240120,CUST00496,Beef Burger,,1,135000.0,135000,Dana,STF013
POS-002425,Alaya Cafe,,20 Jan 2024,,Pasta Carbonara,Food,2,137500.0,275000.0,GoPay,STF013
POS-002426,Bisma Restaurant,Bisma Eight,20 Jan 2024,CUST00602,Bintang Beer,Beverage,3,58500.0,"IDR 175,500",CC,STF049
POS-002427,Bisma Restaurant,Bisma Eight,01-20-2024,,Sparkling Water,Beverage,1,40000.0,40000,CC,STF049
POS-002428,Bisma Restaurant,Bisma Eight,20240120,,Beef Burger,,1,135000.0,"IDR 135,000",CC,STF031
POS-002429,Bisma Restaurant,Bisma Eight,2024-01-20,CUST00344,Chocolate Lava Cake,Dessert,3,88000.0,"IDR 264,000",CC,STF019
POS-002430,Bisma Restaurant,Bisma Eight,20/01/2024,CUST00727,Cocktail,Beverage,1,120000.0,120000,Cash,STF024
POS-002431,Bisma Restaurant,Bisma Eight,20/01/2024,CUST00736,Club Sandwich,Food,2,99000.0,198000.00,GoPay,STF008
POS-002432,Bisma Restaurant,Bisma Eight,20 Jan 2024,,Beef Burger,Food,4,121500.0,"IDR 486,000",CC,STF038
POS-002433,Bisma Restaurant,Bisma Eight,01-20-2024,CUST00441,Cocktail,Beverage,3,120000.0,360000,GoPay,STF035
POS-002434,Bisma Restaurant,Bisma Eight,2024-01-20,CUST00346,Bintang Beer,Beverage,4,71500.0,286000,OVO,STF018
POS-002435,Bisma Restaurant,,01-20-2024,,Fish & Chips,Food,1,103500.0,103500.0,GoPay,STF007
POS-002436,Bisma Restaurant,Bisma Eight,20 Jan 2024,CUST00036,Fish & Chips,Food,2,115000.0,230000,cash,STF018
POS-002437,Bisma Restaurant,Bisma Eight,20/01/2024,,Fresh Juice,Beverage,1,55000.0,"IDR 55,000",cash,STF041
POS-002438,Bisma Restaurant,Bisma Eight,2024-01-20,CUST00255,Cocktail,Beverage,3,108000.0,"IDR 324,000",CC,STF049
POS-002439,Bisma Restaurant,,01-20-2024,CUST00075,Fish & Chips,Food,3,126500.00000000001,379500.00,GoPay,STF027
POS-002440,Bisma Restaurant,Bisma Eight,2024-01-20,CUST00202,Pasta Carbonara,Food,3,125000.0,375000,GoPay,STF007
POS-002441,Bisma Restaurant,Bisma Eight,2024-01-20,CUST00609,Fish & Chips,Food,3,126500.00000000001,379500.00000000006,Credit Card,STF038
POS-002442,Bisma Restaurant,Bisma Eight,01-20-2024,CUST00156,Beef Burger,Food,3,135000.0,405000,cash,STF030
POS-002443,Bisma Restaurant,Bisma Eight,20240120,CUST00140,Tiramisu,Dessert,1,76500.0,76500.0,OVO,STF034
POS-002444,Bisma Restaurant,Bisma Eight,20 Jan 2024,CUST00744,Caesar Salad,Food,4,95000.0,380000.00,OVO,STF017
POS-002445,Bisma Restaurant,Bisma Eight,20/01/2024,CUST00708,Tiramisu,Dessert,4,85000.0,340000,cash,STF016
POS-002445,Bisma Restaurant,Bisma Eight,20/01/2024,CUST00708,Tiramisu,Dessert,4,85000.0,340000,cash,STF016
POS-002446,Bisma Restaurant,Bisma Eight,20/01/2024,,Sparkling Water,Beverage,4,36000.0,144000.0,Cash,STF001
POS-002447,Bisma Restaurant,Bisma Eight,20/01/2024,,Nasi Goreng,Food,2,76500.0,153000.0,Credit Card,STF004
POS-002448,Bisma Restaurant,Bisma Eight,01-20-2024,CUST00286,Fresh Juice,Beverage,4,55000.0,220000,GoPay,STF002
POS-002449,Bisma Restaurant,Bisma Eight,01-20-2024,CUST00521,Sparkling Water,,1,44000.0,44000.0,Cash,STF049
POS-002450,Bisma Restaurant,Bisma Eight,20/01/2024,CUST00420,Tiramisu,Dessert,1,85000.0,85000,CC,STF019
POS-002451,Bisma Restaurant,Bisma Eight,20 Jan 2024,,Smoothie,Beverage,4,70000.0,280000,cash,STF038
POS-002451,Bisma Restaurant,Bisma Eight,20 Jan 2024,,Smoothie,Beverage,4,70000.0,280000,cash,STF038
POS-002452,Bisma Restaurant,Bisma Eight,20/01/2024,CUST00389,Tiramisu,Dessert,4,85000.0,340000,Cash,STF020
POS-002453,Bisma Restaurant,Bisma Eight,2024-01-20,CUST00589,Club Sandwich,Food,4,,440000,Credit Card,STF002
POS-002454,Bisma Restaurant,Bisma Eight,20240120,CUST00095,nasi goreng,Food,4,93500.00000000001,374000.00000000006,GoPay,STF040
POS-002455,Bisma Restaurant,Bisma Eight,01-20-2024,,Caesar Salad,Food,1,95000.0,"IDR 95,000",Cash,STF013
POS-002456,Bisma Restaurant,Bisma Eight,20 Jan 2024,CUST00173,Chocolate Lava Cake,Dessert,4,80000.0,320000.00,GoPay,STF015
POS-002457,Bisma Restaurant,Bisma Eight,01-20-2024,,Sparkling Water,Beverage,2,36000.0,72000.0,cash,STF004
POS-002458,Bisma Restaurant,Bisma Eight,20240120,CUST00019,Tiramisu,Dessert,2,93500.00000000001,187000.00000000003,OVO,STF041
POS-002459,Mulia Lounge,The Mulia Nusa Dua,01-20-2024,,Sparkling Water,Beverage,1,44000.0,44000.00,Cash,STF015
POS-002460,Mulia Lounge,The Mulia Nusa Dua,2024-01-20,CUST00133,Pasta Carbonara,Food,3,137500.0,412500.0,Cash,STF001
POS-002461,Mulia Lounge,The Mulia Nusa Dua,2024-01-20,CUST00166,Fresh Juice,Beverage,4,55000.0,220000,Cash,STF006
POS-002462,Mulia Lounge,The Mulia Nusa Dua,20240120,CUST00637,Smoothie,Beverage,1,70000.0,70000,Credit Card,STF024
POS-002463,Mulia Lounge,The Mulia Nusa Dua,01-20-2024,CUST00302,Cocktail,Beverage,4,132000.0,"IDR 528,000",Cash,STF025
POS-002464,Mulia Lounge,The Mulia Nusa Dua,20 Jan 2024,CUST00574,Coffee,Beverage,2,40500.0,"IDR 81,000",Dana,STF046
POS-002465,Mulia Lounge,The Mulia Nusa Dua,20/01/2024,CUST00799,Caesar Salad,Food,2,95000.0,190000.00,Credit Card,STF030
POS-002466,Mulia Lounge,The Mulia Nusa Dua,01-20-2024,CUST00782,Bintang Beer,Beverage,1,65000.0,65000,Dana,STF028
POS-002467,Mulia Lounge,The Mulia Nusa Dua,01-20-2024,CUST00747,Bintang Beer,Beverage,1,58500.0,58500,Cash,STF034
POS-002468,Mulia Lounge,The Mulia Nusa Dua,2024-01-20,CUST00741,Fish & Chips,Food,1,115000.0,"IDR 115,000",CC,STF019
POS-002469,Komaneka Kitchen,Komaneka Bisma,20/01/2024,,Club Sandwich,Food,3,110000.0,330000,CC,STF013
POS-002470,Komaneka Kitchen,Komaneka Bisma,20 Jan 2024,CUST00642,Caesar Salad,,1,95000.0,"IDR 95,000",Cash,STF028
POS-002471,Komaneka Kitchen,Komaneka Bisma,01-20-2024,CUST00004,Fresh Juice,Beverage,4,55000.0,220000,Credit Card,STF018
POS-002472,Komaneka Kitchen,Komaneka Bisma,20 Jan 2024,CUST00060,Bintang Beer,Beverage,4,65000.0,260000,cash,STF045
POS-002473,Komaneka Kitchen,Komaneka Bisma,2024-01-20,CUST00490,Sparkling Water,Beverage,3,36000.0,108000.0,CC,STF045
POS-002474,Komaneka Kitchen,Komaneka Bisma,20240120,CUST00388,Caesar Salad,Food,3,95000.0,285000,Cash,STF012
POS-002475,Komaneka Kitchen,Komaneka Bisma,20 Jan 2024,CUST00075,Nasi Goreng,Food,1,93500.00000000001,93500,OVO,STF016
POS-002476,Komaneka Kitchen,Komaneka Bisma,20 Jan 2024,CUST00409,Fresh Juice,Beverage,2,55000.0,110000,Cash,STF042
POS-002477,Komaneka Kitchen,Komaneka Bisma,2024-01-20,CUST00448,Club Sandwich,Food,1,110000.0,110000.00,Credit Card,STF020
POS-002478,Komaneka Kitchen,Komaneka Bisma,01-20-2024,CUST00590,Sparkling Water,Beverage,1,40000.0,40000,cash,STF011
POS-002479,Komaneka Kitchen,Komaneka Bisma,01-20-2024,,Caesar Salad,,1,95000.0,95000,GoPay,STF036
POS-002480,Komaneka Kitchen,Komaneka Bisma,20/01/2024,CUST00268,Beef Burger,Food,3,135000.0,405000,GoPay,STF026
POS-002481,Komaneka Kitchen,Komaneka Bisma,20/01/2024,CUST00575,Nasi Goreng,Food,1,93500.00000000001,93500.00000000001,CC,STF005
POS-002482,Komaneka Kitchen,Komaneka Bisma,01-20-2024,CUST00764,Caesar Salad,Food,3,95000.0,285000.00,OVO,STF002
POS-002483,Komaneka Kitchen,Komaneka Bisma,2024-01-20,CUST00273,Caesar Salad,Food,4,85500.0,342000.0,Dana,STF019
POS-002484,Komaneka Kitchen,Komaneka Bisma,01-20-2024,CUST00367,Tiramisu,Dessert,3,,255000,Dana,STF033
POS-002485,Komaneka Kitchen,Komaneka Bisma,2024-01-20,CUST00205,Fresh Juice,Beverage,1,55000.0,55000,cash,STF011
POS-002486,Komaneka Kitchen,Komaneka Bisma,20240120,,Coffee,Beverage,1,45000.0,45000,Cash,STF002
POS-002487,Komaneka Kitchen,Komaneka Bisma,20 Jan 2024,CUST00473,Beef Burger,Food,4,135000.0,"IDR 540,000",CC,STF026
POS-002488,The Layar - Pool Bar,The Layar Seminyak,20240121,CUST00231,Fish & Chips,Food,4,,506000.00000000006,CC,STF045
POS-002489,The Layar - Pool Bar,The Layar Seminyak,21 Jan 2024,CUST00730,Caesar Salad,Food,1,95000.0,95000,Dana,STF039
POS-002490,The Layar - Pool Bar,The Layar Seminyak,21 Jan 2024,CUST00635,Fish & Chips,Food,2,126500.00000000001,253000.00000000003,OVO,STF046
POS-002491,The Layar - Pool Bar,The Layar Seminyak,2024-01-21,,Smoothie,Beverage,2,70000.0,140000,CC,STF040
POS-002492,The Layar - Pool Bar,The Layar Seminyak,2024-01-21,CUST00678,Fish & Chips,,3,115000.0,345000,CC,STF019
POS-002493,The Layar - Pool Bar,The Layar Seminyak,21 Jan 2024,CUST00335,Pasta Carbonara,Food,2,112500.0,"IDR 225,000",Cash,STF036
POS-002494,The Layar - Pool Bar,The Layar Seminyak,21 Jan 2024,CUST00296,Tiramisu,Dessert,3,85000.0,255000,cash,STF043
POS-002495,The Layar - Pool Bar,The Layar Seminyak,01-21-2024,CUST00375,Fresh Juice,Beverage,4,55000.0,220000,GoPay,STF032
POS-002496,The Layar - Pool Bar,The Layar Seminyak,21 Jan 2024,,Beef Burger,Food,1,121500.0,121500.00,OVO,STF039
POS-002497,The Layar - Pool Bar,The Layar Seminyak,01-21-2024,CUST00717,Beef Burger,Food,2,121500.0,243000.0,Cash,STF014
POS-002498,The Layar - Pool Bar,The Layar Seminyak,01-21-2024,CUST00707,Smoothie,Beverage,4,70000.0,280000,Dana,STF025
POS-002499,The Layar - Pool Bar,The Layar Seminyak,2024-01-21,,Club Sandwich,Food,1,110000.0,110000,GoPay,STF016
POS-002500,The Layar - Pool Bar,The Layar Seminyak,2024-01-21,,Club Sandwich,Food,3,99000.0,297000.0,Dana,STF043
POS-002501,The Layar - Pool Bar,The Layar Seminyak,20240121,,Ice Cream,Dessert,2,60000.0,120000,Dana,STF022
POS-002502,The Layar - Pool Bar,The Layar Seminyak,01-21-2024,CUST00677,Caesar Salad,Food,3,95000.0,285000.00,cash,STF048
POS-002503,The Layar - Pool Bar,The Layar Seminyak,21/01/2024,CUST00583,Fish & Chips,Food,3,115000.0,345000,Dana,STF038
POS-002504,Katamama Lobby Bar,Katamama Resort,21/01/2024,CUST00083,kopi,Beverage,3,45000.0,135000,CC,STF022
POS-002505,Katamama Lobby Bar,Katamama Resort,21/01/2024,,Ice Cream,Dessert,1,60000.0,60000,Cash,STF007
POS-002506,Katamama Lobby Bar,Katamama Resort,2024-01-21,,Ice Cream,Dessert,1,60000.0,60000,Credit Card,STF021
POS-002507,Katamama Lobby Bar,Katamama Resort,01-21-2024,CUST00201,Beef Burger,Food,2,135000.0,270000,Dana,STF002
POS-002508,Katamama Lobby Bar,Katamama Resort,21/01/2024,,Smoothie,Beverage,1,70000.0,70000.00,Cash,STF042
POS-002509,Katamama Lobby Bar,Katamama Resort,21 Jan 2024,CUST00279,Pasta Carbonara,Food,4,125000.0,500000,cash,STF039
POS-002510,Katamama Lobby Bar,Katamama Resort,21/01/2024,,Sparkling Water,Beverage,2,40000.0,80000,GoPay,STF038
POS-002511,Katamama Lobby Bar,,21/01/2024,CUST00148,Pasta Carbonara,Food,2,125000.0,250000,Credit Card,STF007
POS-002512,Katamama Lobby Bar,Katamama Resort,21 Jan 2024,CUST00416,Bintang Beer,Beverage,4,,286000.0,cash,STF046
POS-002513,Katamama Lobby Bar,Katamama Resort,21/01/2024,CUST00552,Fresh Juice,,1,60500.00000000001,60500.00000000001,Dana,STF031
POS-002514,Katamama Lobby Bar,,21/01/2024,CUST00394,Fresh Juice,Beverage,4,60500.00000000001,"IDR 242,000",Credit Card,STF006
POS-002515,Katamama Lobby Bar,Katamama Resort,21/01/2024,CUST00365,Club Sandwich,Food,1,110000.0,110000,cash,STF025
POS-002516,Katamama Lobby Bar,Katamama Resort,20240121,,Pasta Carbonara,Food,4,137500.0,"IDR 550,000",cash,STF049
POS-002517,Katamama Lobby Bar,Katamama Resort,01-21-2024,CUST00202,Fresh Juice,Beverage,1,49500.0,49500.0,Credit Card,STF005
POS-002518,Katamama Lobby Bar,Katamama Resort,2024-01-21,CUST00133,Pasta Carbonara,Food,2,125000.0,250000.00,cash,STF011
POS-002519,Katamama Lobby Bar,Katamama Resort,21/01/2024,,Ice Cream,Dessert,2,60000.0,120000,OVO,STF042
POS-002520,Katamama Lobby Bar,Katamama Resort,21 Jan 2024,,Fresh Juice,,1,60500.00000000001,60500.00000000001,cash,STF030
POS-002521,Katamama Lobby Bar,Katamama Resort,21/01/2024,CUST00050,NASI GORENG,Food,4,93500.00000000001,374000.00000000006,Credit Card,STF034
POS-002522,Katamama Lobby Bar,,20240121,,Caesar Salad,Food,2,85500.0,171000.0,Credit Card,STF024
POS-002523,Katamama Lobby Bar,Katamama Resort,21 Jan 2024,,Fish & Chips,Food,1,126500.00000000001,"IDR 126,500",GoPay,STF031
POS-002523,Katamama Lobby Bar,Katamama Resort,21 Jan 2024,,Fish & Chips,Food,1,126500.00000000001,"IDR 126,500",GoPay,STF031
POS-002524,Katamama Lobby Bar,Katamama Resort,20240121,CUST00544,Fish & Chips,Food,3,115000.0,345000.00,cash,STF037
POS-002525,Katamama Lobby Bar,Katamama Resort,01-21-2024,CUST00413,Pasta Carbonara,Food,3,137500.0,412500.0,GoPay,STF001
POS-002526,Katamama Lobby Bar,Katamama Resort,2024-01-21,CUST00139,Fish & Chips,Food,3,115000.0,345000.00,Dana,STF009
POS-002527,Katamama Lobby Bar,Katamama Resort,01-21-2024,CUST00191,Bintang Beer,Beverage,2,71500.0,143000.0,Credit Card,STF020
POS-002528,Alaya Cafe,Alaya Ubud,21 Jan 2024,,Beef Burger,Food,4,135000.0,540000,cash,STF003
POS-002529,Alaya Cafe,Alaya Ubud,01-21-2024,CUST00294,Ice Cream,Dessert,4,60000.0,240000,Cash,STF033
POS-002530,Alaya Cafe,Alaya Ubud,20240121,,Fish & Chips,Food,2,115000.0,230000,Credit Card,STF011
POS-002531,Alaya Cafe,Alaya Ubud,2024-01-21,CUST00081,Fish & Chips,Food,4,115000.0,460000.00,CC,STF049
POS-002532,Alaya Cafe,,21 Jan 2024,CUST00408,Pasta Carbonara,Food,1,137500.0,137500,GoPay,STF016
POS-002533,Alaya Cafe,Alaya Ubud,01-21-2024,,Pasta Carbonara,Food,1,112500.0,112500.0,GoPay,STF014
POS-002534,Alaya Cafe,Alaya Ubud,20240121,,Club Sandwich,,4,121000.00000000001,484000.00000000006,Cash,STF019
POS-002535,Alaya Cafe,Alaya Ubud,20240121,CUST00099,Beef Burger,Food,3,121500.0,364500.0,Cash,STF037
POS-002536,Alaya Cafe,Alaya Ubud,01-21-2024,CUST00721,Bintang Beer,Beverage,1,,58500,Credit Card,STF026
POS-002537,Bisma Rooftop,Bisma Eight,2024-01-21,CUST00667,Sparkling Water,Beverage,2,44000.0,"IDR 88,000",GoPay,STF039
POS-002538,Bisma Rooftop,Bisma Eight,01-21-2024,CUST00134,Sparkling Water,Beverage,3,40000.0,"IDR 120,000",cash,STF031
POS-002539,Bisma Rooftop,Bisma Eight,01-21-2024,CUST00774,Caesar Salad,Food,1,95000.0,95000,Dana,STF040
POS-002540,Bisma Rooftop,Bisma Eight,01-21-2024,CUST00113,Cocktail,Beverage,1,120000.0,120000.00,Dana,STF008
POS-002541,Bisma Rooftop,Bisma Eight,21/01/2024,CUST00007,Fish & Chips,Food,4,126500.00000000001,506000,Cash,STF030
POS-002542,Bisma Rooftop,Bisma Eight,01-21-2024,CUST00647,Smoothie,Beverage,3,63000.0,189000,Dana,STF018
POS-002543,Bisma Rooftop,Bisma Eight,21/01/2024,CUST00628,Beef Burger,Food,3,135000.0,"IDR 405,000",Cash,STF016
POS-002544,Bisma Rooftop,Bisma Eight,21 Jan 2024,CUST00624,Beef Burger,,1,148500.0,148500.0,Dana,STF049
POS-002545,Bisma Rooftop,Bisma Eight,2024-01-21,CUST00067,Nasi Goreng,Food,4,85000.0,340000,OVO,STF048
POS-002546,Bisma Rooftop,Bisma Eight,21 Jan 2024,CUST00272,Pasta Carbonara,Food,2,125000.0,250000.00,cash,STF005
POS-002547,Bisma Rooftop,Bisma Eight,21 Jan 2024,CUST00655,Fresh Juice,Beverage,1,55000.0,55000,Cash,STF025
POS-002548,Bisma Rooftop,Bisma Eight,21 Jan 2024,CUST00599,Fresh Juice,Beverage,4,55000.0,220000,Credit Card,STF044
POS-002549,Bisma Rooftop,Bisma Eight,21/01/2024,CUST00222,Nasi Goreng,Food,3,85000.0,255000,OVO,STF049
POS-002550,Bisma Rooftop,Bisma Eight,20240121,CUST00112,Club Sandwich,Food,2,110000.0,220000,CC,STF040
POS-002551,Bisma Rooftop,Bisma Eight,20240121,CUST00238,Caesar Salad,,2,95000.0,"IDR 190,000",OVO,STF047
POS-002552,Bisma Rooftop,Bisma Eight,20240121,CUST00661,Coffee,Beverage,3,45000.0,135000,Credit Card,STF048
POS-002553,Bisma Rooftop,Bisma Eight,20240121,CUST00197,nasi goreng,Food,1,85000.0,"IDR 85,000",cash,STF034
POS-002554,Bisma Rooftop,Bisma Eight,01-21-2024,CUST00492,Smoothie,,4,70000.0,280000.00,cash,STF047
POS-002555,Bisma Rooftop,Bisma Eight,21 Jan 2024,,Smoothie,Beverage,2,70000.0,140000.00,CC,STF003
POS-002556,Bisma Rooftop,Bisma Eight,01-21-2024,CUST00589,Chocolate Lava Cake,Dessert,1,80000.0,80000,OVO,STF006
POS-002557,Bisma Rooftop,Bisma Eight,01-21-2024,CUST00143,Tiramisu,Dessert,2,76500.0,153000.0,CC,STF050
POS-002558,Bisma Rooftop,Bisma Eight,01-21-2024,CUST00504,Smoothie,Beverage,3,77000.0,"IDR 231,000",Dana,STF020
POS-002559,Bisma Rooftop,Bisma Eight,21 Jan 2024,CUST00084,Club Sandwich,Food,2,110000.0,220000.00,Credit Card,STF017
POS-002560,Bisma Rooftop,Bisma Eight,2024-01-21,CUST00098,Caesar Salad,Food,2,95000.0,"IDR 190,000",Cash,STF044
POS-002561,Bisma Rooftop,Bisma Eight,01-21-2024,CUST00313,Pasta Carbonara,Food,2,125000.0,250000,GoPay,STF008
POS-002562,Mulia Lounge,The Mulia Nusa Dua,2024-01-21,CUST00720,Fresh Juice,Beverage,2,55000.0,"IDR 110,000",cash,STF047
POS-002562,Mulia Lounge,The Mulia Nusa Dua,2024-01-21,CUST00720,Fresh Juice,Beverage,2,55000.0,"IDR 110,000",cash,STF047
POS-002563,Mulia Lounge,The Mulia Nusa Dua,01-21-2024,,Club Sandwich,Food,4,121000.00000000001,484000.00,Dana,STF010
POS-002564,Mulia Lounge,,21/01/2024,CUST00497,Coffee,Beverage,3,45000.0,135000,Cash,STF024
POS-002565,Mulia Lounge,,20240121,CUST00321,NASI GORENG,Food,3,85000.0,255000,GoPay,STF002
POS-002566,Mulia Lounge,The Mulia Nusa Dua,01-21-2024,,Club Sandwich,,1,110000.0,110000,GoPay,STF028
POS-002567,Mulia Lounge,The Mulia Nusa Dua,21 Jan 2024,CUST00615,Caesar Salad,Food,3,95000.0,285000,OVO,STF026
POS-002568,Mulia Lounge,The Mulia Nusa Dua,21/01/2024,,Chocolate Lava Cake,Dessert,4,88000.0,"IDR 352,000",Credit Card,STF012
POS-002569,Mulia Lounge,The Mulia Nusa Dua,01-21-2024,CUST00773,NASI GORENG,Food,3,76500.0,"IDR 229,500",Dana,STF042
POS-002570,Mulia Lounge,The Mulia Nusa Dua,20240121,,Chocolate Lava Cake,Dessert,1,80000.0,80000,Cash,STF008
POS-002571,Mulia Lounge,The Mulia Nusa Dua,21 Jan 2024,,nasi goreng,Food,3,93500.00000000001,"IDR 280,500",Cash,STF040
POS-002572,Mulia Lounge,The Mulia Nusa Dua,2024-01-21,CUST00344,coctail,Beverage,4,120000.0,480000,CC,STF041
POS-002573,Mulia Lounge,The Mulia Nusa Dua,20240121,CUST00489,Fish & Chips,Food,1,115000.0,115000,OVO,STF031
POS-002574,Mulia Lounge,The Mulia Nusa Dua,21 Jan 2024,CUST00320,Pasta Carbonara,Food,4,125000.0,500000,CC,STF010
POS-002575,Mulia Lounge,The Mulia Nusa Dua,2024-01-21,CUST00316,Ice Cream,Dessert,3,54000.0,162000.00,Cash,STF048
POS-002576,Mulia Lounge,The Mulia Nusa Dua,21 Jan 2024,CUST00480,Coffee,Beverage,3,45000.0,135000,GoPay,STF050
POS-002577,Mulia Lounge,The Mulia Nusa Dua,21/01/2024,CUST00187,Tiramisu,Dessert,1,85000.0,85000,OVO,STF013
POS-002578,Mulia Lounge,The Mulia Nusa Dua,21 Jan 2024,CUST00494,Pasta Carbonara,Food,4,137500.0,550000,Cash,STF031
POS-002579,Mulia Lounge,The Mulia Nusa Dua,01-21-2024,,Fish & Chips,Food,3,126500.00000000001,379500.00000000006,OVO,STF007
POS-002580,Mulia Lounge,The Mulia Nusa Dua,20240121,,Chocolate Lava Cake,Dessert,3,80000.0,"IDR 240,000",Dana,STF019
POS-002581,Mulia Lounge,The Mulia Nusa Dua,01-21-2024,CUST00620,Fresh Juice,Beverage,2,55000.0,110000.00,Cash,STF012
POS-002582,Mulia Lounge,The Mulia Nusa Dua,2024-01-21,,Caesar Salad,Food,3,85500.0,256500.0,OVO,STF045
POS-002583,Mulia Lounge,The Mulia Nusa Dua,21 Jan 2024,,Fish & Chips,Food,1,115000.0,115000,CC,STF011
POS-002584,Mulia Lounge,The Mulia Nusa Dua,01-21-2024,CUST00399,Chocolate Lava Cake,,2,72000.0,144000,OVO,STF008
POS-002585,Mulia Lounge,The Mulia Nusa Dua,01-21-2024,,Caesar Salad,,4,95000.0,380000,OVO,STF050
POS-002586,Mulia Lounge,The Mulia Nusa Dua,2024-01-21,CUST00074,Nasi goreng spesial,Food,1,85000.0,85000,Cash,STF011
POS-002587,Mulia Lounge,The Mulia Nusa Dua,01-21-2024,CUST00278,Fresh Juice,Beverage,4,60500.00000000001,"IDR 242,000",Cash,STF007
POS-002588,Mulia Lounge,The Mulia Nusa Dua,21/01/2024,CUST00166,nasi goreng,Food,1,93500.00000000001,"IDR 93,500",GoPay,STF046
POS-002589,Mulia Lounge,The Mulia Nusa Dua,21 Jan 2024,CUST00572,Pasta Carbonara,Food,4,137500.0,550000.0,Dana,STF037
POS-002590,Mulia Lounge,The Mulia Nusa Dua,01-21-2024,CUST00612,Pasta Carbonara,Food,1,125000.0,125000,Dana,STF020
POS-002591,Mulia Lounge,The Mulia Nusa Dua,20240121,CUST00748,Club Sandwich,Food,1,110000.0,"IDR 110,000",cash,STF007
